Area,Brightness,Elevation,Human Modification,2000 Population,2021 Population,Population Change,Crop Land,Grazing Land,Road Density,BIO1 Annual Mean Temp,BIO2 Mean Diurnal Range,BIO3 Isothermality,BIO4 Temp Seasonality,BIO5 Max Temp Warmest Month,BIO6 Min Temp Coldest Month,BIO7 Temperature Range,BIO8 Mean Temp Wettest Quarter,BIO9 Mean Temp Driest Quarter,BIO10 Mean Temp Warmest Quarter,BIO11 Mean Temp Coldest Quarter,BIO12 Annual Precipitation,BIO13 Precipitation Wettest Month,BIO14 Precipitation Driest Month,BIO15 Precipitation Seasonality,BIO16 Precipitation Wettest Quarter,BIO17 Precipitation Driest Quarter,BIO18 Precipitation Warmest Quarter,BIO19 Precipitation Coldest Quarter
-0.11520941326473746,-0.16450788329956298,-0.1269263230178736,-0.7242661821732186,-0.14594537136000715,-0.14947876748625738,-0.13358567591778794,-0.6322618129656488,-0.43408611842601647,-0.43154359455292945,-1.7909768289286088,0.008103632975160776,-1.2152089223201314,1.7778848363001498,-1.0927035013313362,-1.9191416978617166,1.7119579456530385,-0.536595322225571,-1.9287591642409965,-1.26801932144449,-1.8823178850121476,-0.7172632528907009,-0.6241869219990823,-0.36634263263964406,-0.05825319034350711,-0.6451170412800795,-0.40431185384245116,-0.267577478703795,-0.5281654710527763
-0.06988968877163618,0.26574427560625313,-0.38777458724475916,0.39137638510984585,-0.09400431534443779,-0.10875447728210201,-0.13578001038496568,-0.47766958529497333,-0.5862539379402485,0.3220737488643802,-0.9380935132804604,-0.6825297335300793,-0.8293549968378349,0.5409420735789631,-0.9813206599885369,-0.6887065408362738,0.32953148943486454,-0.7565022945240262,-0.7959810141779837,-0.9786729635725996,-0.8114880107926844,-0.27344559638011506,-0.5343676563913521,0.41044422918494944,-0.9579202515433579,-0.49981837990341316,0.3557710061069723,-0.2667443610133025,-0.030902827400808332
-0.039123320389560054,0.13163795201397893,-0.33092675863535115,0.23262372839009532,-0.06667238878113098,-0.08370963564570996,-0.12252002084957807,-0.4347576085431383,-0.44610116203319167,0.27213707770630585,-0.6978720326565633,-0.6317376672400894,-0.5920835359830077,0.22477643829115293,-0.9183930810948805,-0.4073953302047185,0.03158084559992009,-1.0880323613265497,-0.32287742872173475,-0.8811585696650764,-0.5268083628021352,-0.16882900169294962,-0.40071343942803495,0.40965112286968886,-0.7500822222801296,-0.36775629168140006,0.36360683330840976,-0.32612598752852084,0.16787673414494578
-0.07144945191439107,0.0032327883644873933,0.7262163602101751,0.0478980988085981,-0.07808235042777463,-0.08286139383741581,-0.08298717402057978,-0.06652281413340899,0.06337255218432095,0.07073200433951393,-0.2923137466849318,0.7579157207963443,-0.4113882719738413,0.5258980924184351,0.32296984111154153,-0.4262832547385792,0.6537237810164348,-0.7758911868983924,0.14099688038181618,0.04544695808017183,-0.3914068526768279,-0.8268058920496453,-0.7257767053618909,-0.5872560645983582,0.04644049295784529,-0.7437873816173968,-0.6082590365509587,-0.8250183334100594,-0.33968139756561777
-0.05604168938674926,0.3546335882705005,0.7991557275632687,0.1574181534963133,-0.04086991900477169,-0.0438704931452426,-0.0454272800295913,-0.11000335798495868,0.08439667869464469,0.17947434870259443,-0.09798676335590008,0.6786422198020713,-0.1259763921082288,0.18597670395626537,0.20239887535744255,-0.1823634778670465,0.3107134415067278,-0.5511810088064362,0.21829313690007904,0.02686699512391751,-0.13263870278821432,-0.7563088638220171,-0.6009203198829979,-0.6319317159623552,0.3102051546924752,-0.6235889664954755,-0.6489491468194316,-0.7054579837257,-0.3401739941257791
-0.10319342232937867,-0.48789752133998726,1.6284277888211023,-0.4330569933743894,-0.11929853011885369,-0.1064986596695642,-0.046644746019517895,-0.07755909376548188,1.1570813869574317,-0.26783399545240105,0.32014222437992146,1.1054832041690479,0.8150176268431013,-0.6857182049409248,0.013513143278066454,0.30656245270758015,-0.35131383871334393,0.19595150650860238,0.2584054335970688,-0.16018897430347867,0.46845985845776994,-0.44587816516454526,-0.20155425168990382,-0.6515449332415721,0.7991344132639118,-0.22021080159493098,-0.6633812737203779,-0.27037703774983324,-0.5308291805042259
0.026638666481023025,-0.2956497023342889,-0.000777462247032934,-0.36463546101556665,0.017998345530500663,-0.0006203454346714599,-0.05949852172805248,-0.15368398770059613,0.8750794811667648,-0.21800256231141044,0.48374911272462484,0.4314886889892723,0.01652563976752177,-0.10599900661720998,0.6396208765501761,0.264072936828718,0.0009544190702243605,0.7094580764991789,0.172167957445148,0.659335658794019,0.3479104114427272,-0.302830077923653,-0.09994134629112764,-0.3597944922997062,0.6635046698327457,-0.13698391880374666,-0.37683070338291536,0.08413289297347337,-0.4605019085184396
0.03452709763509203,0.7953299555440481,-0.22389850867248223,0.4142670998729133,0.07796808792378454,0.06505767966356794,0.0123633658450657,-0.08539485222842084,-0.10894671070318247,0.6626881336887916,0.22419195556993893,0.019084287408355834,-0.25354539113378277,0.0942444576368707,0.35427686311319456,0.09765756342518495,0.05726889060716445,0.2324195738589317,0.13463594136822385,0.44573309650198745,0.10623252436336125,0.18519390986856493,0.02147204739218007,0.44186216788328486,-0.2235693772722919,0.027978965744539886,0.4324165722090531,0.44232696568254914,-0.030684092730339396
-0.06878316819790554,0.45732781536268935,-0.2544389055742443,0.18669883925539754,-0.05155177817092478,-0.04349937247498479,-0.010103666134778266,-0.029901159545712097,0.1716384318072503,0.46644589373033324,0.5688824574353015,-0.08457887379100441,0.48887903826530293,-0.5133025053716161,0.29973714203600377,0.576946645817731,-0.5285643475960496,0.45039517921671485,0.4708121001158555,0.43731145516075964,0.5722685297660984,0.4357856240274497,0.2368629667719584,0.40125949568312197,-0.24047941848207027,0.25241913411517747,0.4302208365152329,0.4369467458092293,0.15852804443071955
0.06117579103555256,-0.3709882034333941,-0.22887119272965598,0.17616864893651168,0.06697606258319265,0.08583538158513639,0.13003351338212085,1.1411301107425047,0.08206909889610817,-0.3235101076069107,1.0593761721533803,0.16263009904382328,0.7205284453458491,-0.7802459092646429,0.9287311817684326,0.9199751819369905,-0.6249109508044972,0.9733854520711251,0.7872885123500101,0.9696197584269871,0.9906690097755592,0.20762420419192296,0.524571309956749,-0.46775907115779286,0.8582216295969953,0.48494487336018555,-0.4202122276897719,0.10816282043555374,-0.1507472894101761
0.1925916957429196,-0.4199340379354509,-0.35241521170517637,0.2929375618015083,0.2720609855451706,0.2884784757371649,0.28821759546676295,1.427335989704221,-0.30457954047362984,-0.2747722650005916,1.0726945843816638,-0.049627597520805054,0.3581359216381422,-0.6401726652012234,1.0114135495077785,0.8658646630921693,-0.5217784342233186,1.062938736857656,0.742932787660102,1.1014492718012845,0.9377692981206824,0.8772572167868384,1.5181077701940562,-0.5162882791675313,1.1561887046169,1.4851084574515911,-0.46564214346776084,0.8505199943821135,-0.013984791089277882
-0.04438423909720708,-0.3207925640101153,-0.3891305270438994,-0.39187067430106703,-0.014472404320945853,0.002377717551934275,0.05533397562460947,0.18437620868489696,-0.18084904742664998,-0.33249166640986433,1.0634962017736076,-0.8194572688736331,1.4495939349545257,-1.1746007965868217,0.3161276330489063,1.2607515725733611,-1.3188374054455356,0.8076954607450857,0.9055491938656232,0.6295745025798254,1.1593549487347552,2.210552570434274,1.8826211961169173,1.375147869269269,-0.12677346838544476,1.9434937211120846,1.4858711716462607,1.0099410491592624,2.451574937169034
