"","City","x","y"
"1115","Chilecito",-67.49507575,-29.1655303
"1116","Chililabombwe",27.84107143,-12.3672619
"1117","Chillan",-72.10765152,-36.61234848
"1118","Chilpancingo",-99.50092593,17.55787037
"1119","Chimbote",-78.56290984,-9.08326502
"1120","Chimboy",59.77736928,42.92769608
"1121","Chimoio",33.47124317,-19.10525956
"1122","Chinandega",-87.14893411,12.64660853
"1123","Chincha Alta",-76.13869048,-13.41904762
"1124","Chingola",27.86898148,-12.54074074
"1125","Chinhoyi",30.19285714,-17.36964286
"1126","Chiniot",73.08149916,31.81118619
"1127","Chinsali",32.0625,-10.55416667
"1128","Chipata",32.64402174,-13.6356884
"1129","Chiquinquira",-73.81704545,5.6125
"1130","Chirala",80.41385747,15.89002639
"1131","Chiramba",34.6625,-16.89583333
"1132","Chirchiq",69.55719312,41.44781531
"1133","Chiredzi",31.67583333,-21.03833333
"1134","Chisinau",28.8402027,47.01718469
"1135","Chistopol",50.64519231,55.36463675
"1136","Chita",113.47894737,52.04188597
"1137","Chitipa",33.27527778,-9.70083333
"1138","Chitre",-80.43904321,7.96898148
"1139","Chittagong",91.56370595,22.63077718
"1140","Chitungwiza",31.07185374,-18.01062925
"1141","Chivilcoy",-60.01901042,-34.90130208
"1142","Chlef",1.33322256,36.15282038
"1143","Cholpon Ata",77.07171052,42.6502193
"1144","Choluteca",-87.17594086,13.30577957
"1145","Choma",26.97843137,-16.80784314
"1146","Chon Buri",100.99206621,13.36324201
"1147","Chonchi",-73.80416666,-42.60416666
"1148","Chone",-80.09416667,-0.6975
"1149","Chongjin",129.7484127,41.76878307
"1150","Chongju",125.20694444,39.68443487
"1151","Chongqing",105.18969991,30.24874322
"1152","Chos Malal",-70.27083333,-37.37916667
"1153","Chosan",125.80625,40.82916667
"1154","Chosica",-76.70833334,-11.9375
"1155","Chota",-78.65083334,-6.5575
"1156","Choybalsan",114.52878788,48.08030303
"1157","Christchurch",172.61833645,-43.52701311
"1158","Christiansted",-64.74685374,17.73358843
"1159","Chukai",103.43825758,4.24545455
"1160","Chulucanas",-80.1625,-5.09583333
"1161","Chumbicha",-66.23333333,-28.85833334
"1162","Chumphon",99.15908119,10.50117522
"1163","Chuncheon",127.74219858,37.89911347
"1164","Chungli",121.21084055,24.96650172
"1165","Chuquicamata",-68.92395833,-22.3125
"1166","Chur",9.52518116,46.85923913
"1167","Chusovoy",57.82395834,58.28932292
"1168","Chuxiong",101.53725,25.05333333
"1169","Ciego de Avila",-78.76174242,21.84305555
"1170","Cienaga",-74.24041667,11.01166667
"1171","Cienfuegos",-80.43101852,22.15625
"1172","Cilacap",109.20330754,-7.54268995
"1173","Cincinnati",-84.48645446,39.19757443
"1174","Cirebon",108.4862944,-6.80852171
"1175","Ciudad Bolivar",-63.54457964,8.10121681
"1176","Ciudad Camargo",-105.16875,27.68791667
"1177","Ciudad Constitucion",-111.65708333,25.03291667
"1178","Ciudad Cortes",-83.5225,8.96583333
"1179","Ciudad Guayana",-62.64512411,8.34796099
"1180","Ciudad Guzman",-103.46666667,19.70673077
"1181","Ciudad Hidalgo",-100.53773809,19.68940476
"1182","Ciudad JuÌÁrez",-106.36247523,31.68203419
"1183","Ciudad Madero",-97.82985625,22.29728836
"1184","Ciudad Mante",-98.97755376,22.74448925
"1185","Ciudad Obregon",-109.9379902,27.49035948
"1186","Ciudad Valles",-99.00724638,21.99184783
"1187","Ciudad Victoria",-99.14804217,23.73960843
"1188","Ciudad del Carmen",-91.81106322,18.64956896
"1189","Ciudad del Este",-54.6452957,-25.4047043
"1190","Civitavecchia",11.78964286,42.10630952
"1191","Clare",138.6125,-33.8375
"1192","Clarksburg",-80.32787037,39.27435185
"1193","Clarksville",-87.36518707,36.5712415
"1194","Cleburne",-97.39796099,32.34902482
"1195","Clermont-Ferrand",3.09583333,45.81431756
"1196","Cleveland",-81.61386398,41.29562313
"1197","Cliza",-65.93486842,-17.5879386
"1198","Cloncurry",140.50833334,-20.70833333
"1199","Clovis",-103.19856322,34.41235632
"1200","Cluj-Napoca",23.60259259,46.77712963
"1201","Coalcoman",-103.1625,18.7775
"1202","Coari",-63.14305555,-4.09305555
"1203","Coatzacoalcos",-94.42896825,18.13303571
"1204","Cobalt",-79.68541667,47.39791667
"1205","Coban",-90.38,15.4675
"1206","Cobija",-68.75496032,-11.02003968
"1207","Cobram",145.64916667,-35.91916666
"1208","Coburg",10.98045635,50.26130953
"1209","Cochabamba",-66.19555369,-17.38509508
"1210","Cochin",76.2706171,10.28669198
"1211","Cochrane",-81.02234848,49.06174243
"1212","Cody",-109.05171569,44.5247549
"1213","Coffeyville",-95.63353175,37.04027778
"1214","Coffs Harbour",153.11428571,-30.29375
"1215","Coihaique",-72.0691092,-45.5783046
"1216","Coimbatore",77.13790349,11.06713603
"1217","Coimbra",-8.43276515,40.22149621
"1218","Colac",143.58958333,-38.34791667
"1219","Colesberg",25.0975,-30.7225
"1220","Colima",-103.72356557,19.25403005
"1221","Colinas",-44.25,-6.02916667
"1222","Collipulli",-72.43645833,-37.953125
"1223","Colombo",80.21985728,7.01280722
"1224","Colon1",-79.87988095,9.34940476
"1225","Colon2",-80.89583334,22.7175
"1226","Colorado Springs",-104.78410107,38.85134913
"1227","Columbia1",-90.64342117,37.87865505
"1228","Columbia2",-83.27486665,35.01157171
"1229","Columbia3",-81.03220181,34.0373935
"1230","Columbus1",-84.96351799,32.4868608
"1231","Columbus2",-82.98424141,40.01669295
"1232","Comallo",-70.2625,-41.02916666
"1233","Comandante Fontana",-59.68125,-25.33125
"1234","Comayagua",-87.64017857,14.45744047
"1235","Combarbala",-71.00138889,-31.17638889
"1236","Comilla",91.16298627,23.53226698
"1237","Como",9.05392669,45.72751968
"1238","Comodoro Rivadavia",-67.52105034,-45.85907118
"1239","Comondante Luis Piedrabuena",-68.9125,-49.97916667
"1240","Compostela",-104.90138889,21.23657407
"1241","Conakry",-13.58864679,9.63310397
"1242","Concepcion del Uruguay",-58.24645062,-32.48256173
"1243","Concepcion1",-73.07281931,-36.80221963
"1244","Concepcion2",-57.4375,-23.40454545
"1245","Concord",-71.52929487,43.20429487
"1246","Concordia1",-58.02751663,-31.3797304
"1247","Concordia2",-52.02771739,-27.23351449
"1248","Conselheiro Lafaiete",-43.78961864,-20.66235876
"1249","Constanta",28.61677083,44.1796875
"1250","Constantine",6.61984127,36.36780754
"1251","Constitucion",-72.4125,-35.334375
"1252","Contamana",-75.00416667,-7.35
"1253","Conway",-92.45195148,35.0875
"1254","Cooma",149.12916666,-36.22916667
"1255","Coos Bay",-124.23080065,43.37900327
"1256","Copenhagen",12.4301908,55.71559344
"1257","Copiapo",-70.32485632,-27.37083333
"1258","Coquimbo",-71.34038462,-29.96762821
"1259","Coracora",-73.78055556,-15.01944444
"1260","Coral Gables",-80.3597333,25.69263029
"1261","Coral Springs",-80.20840761,26.2952194
"1262","Cordoba1",-64.20058833,-31.38833817
"1263","Cordoba2",-4.80895522,37.88047264
"1264","Cordoba3",-96.95204545,18.89537878
"1265","Cordova",-145.7625,60.54791667
"1266","Cork",-8.46071429,51.89113757
"1267","Corner Brook",-57.94969512,48.94969512
"1268","Cornwall",-74.73878205,45.03707265
"1269","Coro",-69.66263661,11.41127049
"1270","Coronel",-73.1587585,-36.99294218
"1271","Coronel Bogado",-56.2375,-27.1625
"1272","Coronel Oviedo",-56.4395115,-25.4533046
"1273","Coronel Suarez",-61.92741228,-37.45767544
"1274","Corpus Christi",-97.40918285,27.74300162
"1275","Corrientes",-58.80047251,-27.48621134
"1276","Corum",34.94686073,40.55542238
"1277","Corumba",-57.63990741,-19.01675926
"1278","Corvallis",-123.26983831,44.57605721
"1279","Cotabato",124.24778138,7.21780303
"1280","Cotonou",2.43589593,6.42247653
"1281","Cottbus",14.33564815,51.75694444
"1282","Council Bluffs",-95.8743378,41.2610315
"1283","Courtenay",-124.99659091,49.68699495
"1284","Coventry",-1.4981204,52.43868297
"1285","Covilha",-7.49891975,40.27978395
"1286","Covington",-84.58951847,39.06716486
"1287","Cowell",136.92083334,-33.68333333
"1288","Cowra",148.68621795,-33.83108974
"1289","Cozumel",-86.94083334,20.50883333
"1290","Craig",-107.5502451,40.51740196
"1291","Craiova",23.79521276,44.31737589
"1292","Cranbourne",145.20301602,-38.04557232
"1293","Cranbrook",-115.76491228,49.51315789
"1294","Crateus",-40.66570513,-5.17724359
"1295","Crato",-39.3572995,-7.23781328
"1296","Crescent City",-124.20285088,41.76776316
"1297","Crestview",-86.56419753,30.74969136
"1298","Criciuma",-49.36649159,-28.68988095
"1299","Cristalina",-47.61071428,-16.77023809
"1300","Crookston",-96.60708333,47.775
"1301","Crotone",17.10570175,39.08552632
"1302","Cruzeiro do Sul",-72.67783333,-7.62416667
"1303","Cuamba",36.5324187,-14.79623984
"1304","Cuauhtemoc",-106.85779915,28.40737179
"1305","Cubal",14.24583333,-13.03416667
"1306","Cucuta",-72.49741484,7.88652676
"1307","Cuddalore",79.53967625,11.62347605
"1308","Cuenca",-78.98989362,-2.88599291
"1309","Cuencame",-103.69583333,24.86666667
"1310","Cuernavaca",-99.22284171,18.83985116
"1311","Cuevo",-63.52083333,-20.45416666
"1312","Cuiaba",-56.09234718,-15.620117
"1313","Culiacan",-107.40353603,24.80259009
"1314","Cumana",-64.1615113,10.45148305
"1315","Cumberland",-78.76048851,39.6420977
"1316","Curanilahue",-73.34326923,-37.47788462
"1317","Curepipe",57.50212836,-20.2877975
"1318","Curico",-71.22458333,-34.97375
"1319","Curitiba",-49.23868722,-25.45011796
"1320","Curvelo",-44.43365385,-18.75769231
"1321","Cusco",-71.96029412,-13.52156863
"1322","Cutral Co",-69.21305555,-38.93453704
"1323","Cuttack",86.09218386,20.59784427
"1324","Cyangugu",29.0428121,-2.62557438
"1325","Da Lat",108.44240741,11.96324074
"1326","Da Nang",108.20261725,15.95020938
"1327","Daan",124.28319892,45.49287634
"1328","Dabou",-4.37480159,5.32638889
"1329","Daegu",128.64550241,35.86568893
"1330","Daejeon",127.37932017,36.36747807
"1331","Dagupan",120.48634757,15.95366088
"1332","Dakar",-17.33007991,14.74154109
"1333","Dalandzadgad",104.425,43.56805555
"1334","Dalby",151.26314102,-27.18365385
"1335","Dalhart",-102.51666666,36.06041667
"1336","Dali1",109.89666197,34.7431413
"1337","Dali2",100.14971264,25.75783046
"1338","Dalian",121.6530547,38.99454243
"1339","Dallas",-96.96854094,32.83156358
"1340","Dalnegorsk",135.51325757,44.55189394
"1341","Dalnerechensk",133.73598485,45.92878788
"1342","Daloa",-6.44495614,6.88026316
"1343","Dalton",-84.96856725,34.75869883
"1344","DamanhÌÈr",30.39944779,31.0686245
"1345","Damascus",36.28639171,33.47948816
"1346","Dandong",124.36751728,40.15752996
"1347","Dangriga",-88.22083333,16.96666666
"1348","Danjiangkou",111.49583334,32.52083334
"1349","Danville",-79.41331301,36.59054878
"1350","Daqing",124.96453963,46.58707751
"1351","Dar es Salaam",39.23918011,-6.83343414
"1352","Darnah",22.64166666,32.75719697
"1353","Darregueira",-63.1625,-37.68988095
"1354","Darwin",130.87418981,-12.40694444
"1355","Dasoguz",59.93937909,41.85196079
"1356","Datong",113.25226716,40.05957925
"1357","Daugavpils",26.52203947,55.87927631
"1358","Dauphin",-100.05059524,51.15019841
"1359","Davangere",75.92712766,14.46879432
"1360","Davao",125.57042624,7.12976532
"1361","Davenport",-90.53042015,41.51630687
"1362","David",-82.43018707,8.42032313
"1363","Dawei",98.20593434,14.08825758
"1364","Dawmat al Jandal",39.8609375,29.80729167
"1365","Dawson Creek",-120.23557692,55.75576923
"1366","Dayr az Azwr",40.15968137,35.33075981
"1367","Dayton",-84.17009172,39.74630172
"1368","Daytona Beach",-81.04225798,29.19968372
"1369","De Aar",24.02239583,-30.65625
"1370","Debre Birhan",39.30554569,9.62531851
"1371","Debre Markos",37.73104839,10.33884409
"1372","Debrecen",21.6404661,47.52641243
"1373","Decatur",-88.95097352,39.86896417
"1374","Deer Lake",-57.42765151,49.18068182
"1375","Dehibat",10.70138889,32.00694445
"1376","Dehra Dun",77.89436009,30.37770159
"1377","Del Rio",-100.90132114,29.37611789
"1378","Delano",-119.24338235,35.76617647
"1379","Delhi",77.67975605,29.29067292
"1380","Delicias",-105.46777119,28.19821474
"1381","Demba",22.26712963,-5.49490741
"1382","Dembi Dolo",34.79940476,8.52559524
"1383","Deming",-107.75590278,32.26041667
"1384","Dengzhou",112.01112589,32.73272444
"1385","Deniliquin",144.95654762,-35.5327381
"1386","Denizli",29.09282945,37.78803295
"1387","Denow",67.8911829,38.26615168
"1388","Denpasar",115.23509649,-8.65329904
"1389","Denton",-97.1047549,33.18862745
"1390","Denver",-104.98418305,39.7311896
"1391","Dera Ghazi Khan",70.62458572,29.90364779
"1392","Dera Ismail Khan",70.93074398,31.95183879
"1393","Derbent",48.29212963,42.06296296
"1394","Derzhavinsk",66.31887255,51.10710784
"1395","Des Moines",-93.65910557,41.61426511
"1396","Desaguadero",-69.03916667,-16.5675
"1397","Dese",39.66626713,11.17231736
"1398","Detroit",-83.19425065,42.46723216
"1399","Devils Lake",-98.86004902,48.1120098
"1400","Devonport",146.36188272,-41.18626543
"1401","Deyang",104.51924679,31.0195501
"1402","Dezful",48.38333333,32.40909091
"1403","Dezhou",116.25119299,37.64847284
"1404","Dhaka",90.23418191,24.45418247
"1405","Dhamar",44.36543427,14.62746479
"1406","Dhanbad",86.60426918,23.89854462
"1407","Dhule",74.78882979,20.92916667
"1408","Diamantina",-43.60104167,-18.24479166
"1409","Dibaya",22.8625,-6.52083333
"1410","Dibrugarh",94.93918651,27.46825397
"1411","Dickinson",-102.78972222,46.88833333
"1412","Dieppe",1.09978071,49.91381579
"1413","Diffa",12.60833334,13.3125
"1414","Digby",-65.76011905,44.62083333
"1415","Dijon",5.05290084,47.31471519
"1416","Dila",38.47922139,6.61266162
"1417","Dili",125.56510417,-8.55911458
"1418","Dillingham",-158.46666666,59.04166666
"1419","Dillon",-112.63194445,45.21712963
"1420","Dilolo",22.34166667,-10.68333333
"1421","Dimbokro",-4.70625,6.64930555
"1422","Dimitrovgrad",49.59619048,54.22654762
"1423","Dindigul",77.85403798,10.64197911
"1424","Dingzhou",115.04687279,38.39942252
"1425","Diourbel",-16.23357843,14.65416666
"1426","Dire Dawa",41.85246599,9.61913265
"1427","Dirj",10.4625,30.1625
"1428","Divinopolis",-44.88804645,-20.1454918
"1429","Diyarbakir",40.18558153,37.93222422
"1430","Djambala",14.76354167,-2.546875
"1431","Djanet",9.4875,24.55416667
"1432","Djelfa",3.26141976,34.67283951
"1433","Djenne",-4.55833333,13.90416667
"1434","Djibouti",43.12916667,11.5715
"1435","Djougou",1.66481481,9.70277778
"1436","Dnipropetrovsk",35.00731982,48.47107903
"1437","Doba",16.85416667,8.65833333
"1438","Dobrich",27.82944444,43.57388889
"1439","Dodge City",-100.01964286,37.76011905
"1440","Dodoma",35.7475,-6.16224359
"1441","Doha",51.4684387,25.28115421
"1442","Dolbeau",-72.22435898,48.88397436
"1443","Dolinsk",142.7926282,47.32724359
"1444","Dolo Bay",42.05,4.19635416
"1445","Dolores",-57.68035714,-36.31170635
"1446","Dombarovskiy",59.54212963,50.7625
"1447","Dondo1",34.7395,-19.61383334
"1448","Dondo2",14.42361111,-9.68472222
"1449","Donegal",-8.11011905,54.65059524
"1450","Donetsk",37.83280516,48.00395327
"1451","Dong Hoi",106.55043706,17.50294289
"1452","Dongola",30.4725,19.17916667
"1453","Dortmund",7.49012784,51.50387303
"1454","Dosso",3.19805556,13.05083333
"1455","Dothan",-85.41222677,31.2272541
"1456","Douala",9.72475806,4.05508064
"1457","Douglas1",-82.85388889,31.50111111
"1458","Douglas2",-105.38416667,42.75694445
"1459","Douglas3",-4.48194444,54.16435185
"1460","Douglas4",-109.53612016,31.34816291
"1461","Dourados",-54.79672619,-22.23234127
"1462","Dover1",-75.53046875,39.15097656
"1463","Dover2",1.29731481,51.14083333
"1464","Drammen",10.08064929,59.75447342
"1465","Dresden",13.7216752,51.05765618
"1466","Drobeta-Turnu Severin",22.64780702,44.62631579
"1467","Drogheda",-6.34833334,53.71416667
"1468","Drohobych",23.52264493,49.3245471
"1469","Drummondville",-72.49333333,45.8696875
"1470","Dryden",-92.83703703,49.78194445
"1471","Dubayy",55.37680159,25.27164286
"1472","Dubbo",148.6297619,-32.2453869
"1473","Dublin1",-82.91604938,32.53811728
"1474","Dublin2",-6.27898311,53.32971733
"1475","Dubrovnik",18.09861111,42.65916667
"1476","Dubuque",-90.69934739,42.50517068
"1477","Dudinka",86.2030303,69.40454546
"1478","Duisburg",6.70519918,51.44706904
"1479","Duitama",-73.02651515,5.82007576
"1480","Duluth",-92.11531315,46.80579338
"1481","Duma",36.43020022,33.54803484
"1482","Dumas",-101.96759259,35.86435185
"1483","Dumfries",-3.6089539,55.07189716
"1484","Dumyat",31.73255723,31.3494911
"1485","Dund-Us",91.6425,47.99916667
"1486","Dundalk",-6.39305556,53.99365079
"1487","Dundee",-2.95436828,56.47641129
"1488","Dundo",20.825,-7.38541667
"1489","Dunedin",170.49476744,-45.88905039
"1490","Dunhua",128.23322072,43.36024775
"1491","Dunhuang",94.63272223,40.1335
"1492","Duque de Caxias",-43.32466933,-22.76579677
"1493","Durango1",-104.64831081,24.03412162
"1494","Durango2",-107.87107843,37.27990196
"1495","Durazno",-56.52258772,-33.3870614
"1496","Durban",30.93802643,-29.8359879
"1497","Durham",-78.9336192,35.96747228
"1498","Durres",19.47931547,41.32202381
"1499","Dushanbe",68.86483658,38.54275392
"1500","Dyatkovo",34.33988095,53.59964286
"1501","Dzaoudzi",45.27559524,-12.78988095
"1502","Dzerzhinsk",43.50519972,56.24938017
"1503","Dzhankoy",34.3938492,45.71150793
"1504","Dzuunharaa",106.46030702,48.85065789
"1505","DÌùsseldorf",6.84382758,51.37861754
"1506","Eagle",-141.19583333,64.7875
"1507","Eagle Pass",-100.48717233,28.71038598
"1508","East London",27.83092723,-32.97016823
"1509","Eastmain",-78.51666737,52.23333358
"1510","Eau Claire",-91.48346774,44.81041667
"1511","Ebolowa",11.14916667,2.90583333
"1512","Echuca",144.7537037,-36.12546296
"1513","Ed Damazin",34.35559524,11.79511905
"1514","Ed Dueim",32.30597826,14.00199275
"1515","EdDamer",33.96789216,17.59093137
"1516","Edea",10.128125,3.79479166
"1517","Edinburg",-98.19999356,26.23220634
"1518","Edinburgh",-3.18084714,55.92239871
"1519","Edirne",26.56213768,41.67336957
"1520","Edmonton",-113.50445485,53.54352786
"1521","Edmundston",-68.35289855,47.38840579
"1522","Egilsstadir",-14.39821429,65.26607143
"1523","Eindhoven",5.47382315,51.45155852
"1524","Eirunepe",-69.87194444,-6.65361111
"1525","Ekibastuz",75.3231383,51.72632979
"1526","El Alamein",28.96041667,30.82708333
"1527","El Arish",33.81805556,31.11957071
"1528","El Banco",-73.96337719,9.00153509
"1529","El Bayadh",1.01446079,33.68210784
"1530","El Calafate",-72.26325757,-50.33901515
"1531","El Carmen de Bolivar",-75.12013889,9.71944444
"1532","El Centro",-115.56439394,32.79034091
"1533","El Daba",28.44583333,31.025
"1534","El Dorado1",-92.66463178,33.2130814
"1535","El Dorado2",-61.63472222,6.71527778
"1536","El Faiyum",30.84686033,29.32831573
"1537","El Fasher",25.35243711,13.61894654
"1538","El Fuerte",-108.61916667,26.41583333
"1539","El Giza",31.19809873,29.91716155
"1540","El Golea",2.88229167,30.5921875
"1541","El Jadida",-8.49922316,33.23185028
"1542","El Kef",8.70416667,36.17083333
"1543","El Kharga",30.54826389,25.44791667
"1544","El Maiten",-71.16979167,-42.04270833
"1545","El Manaqil",32.99100877,14.25548246
"1546","El Mansura",31.43487216,31.03515625
"1547","El Manteco",-62.5375,7.34861111
"1548","El Minya",30.79100361,28.0170167
"1549","El Obeid",30.22613636,13.18371212
"1550","El Oued",6.87440476,33.34785714
"1551","El Paso",-106.41213261,31.74741039
"1552","El Qasr",28.88194444,25.69305556
"1553","El Suweis",32.52139513,29.97008427
"1554","El Tigre",-64.22281746,8.89527778
"1555","El Tur",33.625,28.2375
"1556","Elazig",39.20754504,38.66734234
"1557","Elbasan",20.09962121,41.11155303
"1558","Elblag",19.41210317,54.16752646
"1559","Eldama Ravine",35.72010869,0.03351449
"1560","Eldorado",-107.36458381,24.3250006
"1561","Eldoret",35.27789548,0.51800848
"1562","Elgin",-88.30077652,42.10940938
"1563","Elista",44.25912162,46.31137387
"1564","Elk",22.36359649,53.82192982
"1565","Elkhart",-85.94919978,41.66357943
"1566","Elko",-115.76440476,40.84011905
"1567","Elmira",-76.8203853,42.12163978
"1568","Ely1",-114.87824074,39.24953704
"1569","Ely2",-91.85729167,47.90104167
"1570","Embi",58.1422619,48.82678572
"1571","Embu",37.45625,-0.54125
"1572","Emden",7.19835859,53.36666667
"1573","Emerald",148.15972222,-23.52599206
"1574","Emmonak",-164.52083333,62.7875
"1575","Emporia",-96.19305555,38.41064815
"1576","En Nuhud",28.42434211,12.68662281
"1577","Encarnacion",-55.88485008,-27.34966368
"1578","Ende",121.65347222,-8.84444444
"1579","Engels",46.12414875,51.47898745
"1580","Enid",-97.89369369,36.4036036
"1581","Ensenada",-116.59739011,31.84583333
"1582","Entebbe",32.50866891,0.11380185
"1583","Enterprise",-85.84079458,31.32587209
"1584","Enugu",7.76660748,6.56453012
"1585","Er Rachidia",-4.42638889,31.93392857
"1586","Erechim",-52.26691177,-27.64338235
"1587","Eregli",34.05680556,37.50652778
"1588","Erenhot",111.99583333,43.65019841
"1589","Erfurt",11.03406177,50.98289627
"1590","Ergun Zuoqi",121.53731061,50.78806818
"1591","Erie",-80.0818254,42.10460317
"1592","Ermoupoli",24.9375,37.43916666
"1593","Ertis",75.45759804,53.33308823
"1594","Erymentau",73.10723684,51.62390351
"1595","Erzincan",39.48702652,39.74725379
"1596","Erzurum",41.26038889,39.91105556
"1597","Esbjerg",8.44346491,55.49697368
"1598","Escanaba",-87.07738095,45.75
"1599","Escuinapa",-105.7775,22.83416667
"1600","Escuintla",-90.78194444,14.28732639
"1601","Eseka",10.77708333,3.64583333
"1602","Esik",77.47205285,43.35497968
"1603","Esil",66.40416666,51.95333333
"1604","Eskisehir",30.53567709,39.77519531
"1605","Esmeraldas",-79.66527778,0.94262821
"1606","Esperance",121.89166667,-33.84861111
"1607","Esperanza",-109.92916666,27.5875
"1608","Espungabera",32.77083333,-20.45416666
"1609","Esquel",-71.31820175,-42.91074562
"1610","Essen",7.06338524,51.51731424
"1611","Estancia",-37.43483333,-11.25516667
"1612","Esteli",-86.35635965,13.08969298
"1613","Etawah",79.16218917,27.04918564
"1614","Eugene",-123.08129497,44.06022182
"1615","Eumseong",127.69027778,36.92777778
"1616","Eureka",-124.15810606,40.77871212
"1617","Evanston",-87.81471836,42.04884209
"1618","Evansville",-87.51205975,37.98668239
"1619","Everett",-122.22422097,47.84254805
"1620","Ewo",14.81805555,-0.88194445
"1621","Exeter",-3.50810439,50.71854396
"1622","Exmouth",114.12361111,-21.93472222
"1623","Eyl",49.82083334,7.97916667
"1624","Eyumojok",8.96602564,5.76634615
"1625","Fada",21.5875,17.1875
"1626","Fairbanks",-147.74275363,64.83580918
"1627","Faisalabad",73.1644461,31.35824592
"1628","Faizabad",82.11983285,26.62298724
"1629","Falfurrias",-98.14675926,27.22546296
"1630","Farafangana",47.82583333,-22.8225
"1631","Farah",62.10972222,32.37657408
"1632","Faranah",-10.73854167,10.04166666
"1633","Fargo",-96.80664062,46.86397569
"1634","Fargona",71.80277439,40.43494918
"1635","Faribault",-93.27916666,44.29563492
"1636","Farmington",-108.18480769,36.74685898
"1637","Faro",-7.93979885,37.03031609
"1638","Fasa",53.64138889,28.94194445
"1639","Fatehpur",81.02041883,25.81685032
"1640","Fayetteville1",-78.94775934,35.06566552
"1641","Fayetteville2",-94.15322327,36.13187893
"1642","Feira de Santana",-38.94354167,-12.23763889
"1643","Felipe Carrillo Puerto",-88.04583333,19.57916667
"1644","Fengcheng",115.52553043,28.16138968
"1645","Fengjie",109.47091924,31.10347938
"1646","Fengshan",120.35953418,22.64571987
"1647","Fengzhen",113.15502874,40.4506226
"1648","Ferkessedougou",-5.2,9.59166667
"1649","Fernandopolis",-50.2475,-20.27416667
"1650","Ferrara",11.60545533,44.85339347
"1651","Ferrenafe",-79.79416667,-6.6325
"1652","Feyzabad",70.58068182,37.10568182
"1653","Fez",-4.99897705,34.02966567
"1654","Fianarantsoa",47.05936147,-21.47229437
"1655","Filadelfia",-60.02916667,-22.35265152
"1656","Finnsnes",17.98511905,69.2327381
"1657","Firozabad",78.54437324,27.2317802
"1658","Flagstaff",-111.62585784,35.19987745
"1659","Flensburg",9.43173077,54.78709936
"1660","Flin Flon",-101.85801282,54.77403846
"1661","Flint",-83.69338522,43.02175746
"1662","Florence1",-79.79829711,34.17822464
"1663","Florence2",-87.666829,34.83522727
"1664","Florence3",11.11255402,43.83818882
"1665","Florencia",-75.6077381,1.60773809
"1666","Flores",-89.90757575,16.91666667
"1667","Floriano",-43.02214912,-6.76776316
"1668","Florianopolis",-48.51777211,-27.58273809
"1669","Focsani",27.17940476,45.68464286
"1670","Foggia",15.54973405,41.45345745
"1671","Fond du Lac",-88.4494213,43.7775463
"1672","Fonte Boa",-66.09212963,-2.52083333
"1673","Forbes",148.00833333,-33.37916667
"1674","Formiga",-45.43671875,-20.46015625
"1675","Formosa1",-58.18260417,-26.17125
"1676","Formosa2",-47.3247807,-15.54561404
"1677","Forster-Tuncurry",152.52361111,-32.20138888
"1678","Fort Chipewyan",-111.15750001,58.71666667
"1679","Fort Collins",-105.07565937,40.50486813
"1680","Fort Good Hope",-128.62916667,66.25416667
"1681","Fort Lauderdale",-80.20792847,26.18417379
"1682","Fort McMurray",-111.38457207,56.70810811
"1683","Fort Pierce",-80.33849909,27.321401
"1684","Fort Resolution",-113.67361016,61.17361103
"1685","Fort Severn",-87.6375,55.9875
"1686","Fort Shevchenko",50.26527778,44.50694445
"1687","Fort Simpson",-121.34166666,61.84583334
"1688","Fort Smith1",-94.38738426,35.35497685
"1689","Fort Smith2",-111.88583333,60.0025
"1690","Fort St. John",-120.84293478,56.24311594
"1691","Fort Stockton",-102.88486842,30.89057018
"1692","Fort Wayne",-85.13758865,41.09184397
"1693","Fort Yukon",-145.25833333,66.5625
"1694","Fort-de-France",-61.0484127,14.62549603
"1695","Fortaleza",-38.55983928,-3.82561453
"1696","Foshan",113.07266974,23.01799004
"1697","Foumban",10.90092592,5.7337963
"1698","Foz do Iguacu",-54.57429652,-25.53669588
"1699","Franca",-47.39675926,-20.53617725
"1700","Franceville",13.59605856,-1.62376126
"1701","Francistown",27.51973271,-21.17523585
"1702","Frankfort",-84.8537037,38.19027778
"1703","Frankfurt",8.56343181,50.08799238
"1704","Fredericksburg",-77.49756493,38.28609308
"1705","Fredericton",-66.63545321,45.94861111
"1706","Frederikshavn",10.51204955,57.4384009
"1707","Freeport1",-95.40694445,29.01662458
"1708","Freeport2",-78.65114584,26.53260417
"1709","Freetown",-13.23008242,8.46259158
"1710","Freiburg",7.83988854,48.02078025
"1711","Fresnillo",-102.8626773,23.18590426
"1712","Fresno",-119.77253937,36.78845144
"1713","Fria",-13.57916667,10.36593137
"1714","Frias",-65.12788462,-28.63814102
"1715","Frolovo",43.65198413,49.76904762
"1716","Frontera",-92.64583333,18.575
"1717","Frutal",-48.92685185,-20.02546296
"1718","Ft. Dodge",-94.18051802,42.50844595
"1719","Ft. Myers",-81.84323515,26.56325404
"1720","Ft. Worth",-97.25857469,32.76626132
"1721","Fuan",119.6384009,27.10259009
"1722","Fujin",132.03589743,47.25064103
"1723","Fukui",136.2246134,36.0777921
"1724","Fukuoka",130.47078593,33.51323948
"1725","Fukushima",140.47236842,37.77719298
