BIO1 Annual Mean Temp,BIO2 Mean Diurnal Range,BIO3 Isothermality,BIO4 Temp Seasonality,BIO5 Max Temp Warmest Month,BIO6 Min Temp Coldest Month,BIO7 Temperature Range,BIO8 Mean Temp Wettest Quarter,BIO9 Mean Temp Driest Quarter,BIO10 Mean Temp Warmest Quarter,BIO11 Mean Temp Coldest Quarter,BIO12 Annual Precipitation,BIO13 Precipitation Wettest Month,BIO14 Precipitation Driest Month,BIO15 Precipitation Seasonality,BIO16 Precipitation Wettest Quarter,BIO17 Precipitation Driest Quarter,BIO18 Precipitation Warmest Quarter,BIO19 Precipitation Coldest Quarter
-1.6826814158687022,0.2898272181273745,-1.1530647989931615,1.8108740667609928,-0.8629767875184369,-1.9026215210722683,1.8030802081594515,-0.3734915324409261,-1.9465385927660812,-1.0742646785846688,-1.8318943273871409,-0.7565533754082011,-0.6105571217534425,-0.4777450485700192,0.13691271036843533,-0.6388679349225372,-0.5144810922498382,-0.25875876598721725,-0.5892699639990238
-1.0977405936157605,-0.6164356527929666,-1.0230727848313315,0.8524998661090046,-0.911927750951169,-0.9388218646120429,0.6545501337991058,-0.43118502742596787,-1.124765839605332,-0.9533807596427681,-1.0436835115636074,-0.4398154035915147,-0.6396905152561355,0.22666333710927195,-0.9369589704009881,-0.6202957394708145,0.17457831079348032,-0.2497805452030132,-0.2602453144183452
-0.8132170258042641,-1.0454672156750888,-0.48097149563947,-0.12080290192754477,-1.5084790327569864,-0.28512076370626904,-0.39696768348934935,-1.7212819471350222,-0.183470524914303,-1.3759752103661895,-0.4558978015094614,0.1375580049464064,-0.283944705150095,0.9223264375557593,-1.0452450131833975,-0.21683054759065254,0.8556305749182714,-0.25284678284351386,0.5020614559961813
-0.16228809083784312,0.08964776426900418,-0.21265853232034507,0.026787091583047297,-0.0728090716114621,-0.03628294813111523,0.007124163369729453,-1.0054274697373076,0.4500964430553299,-0.1877982321944079,-0.0946424995076876,-0.7174463682564387,-0.6686933158451016,-0.5058522381763398,-0.08932300493164186,-0.6673654808151693,-0.5076585471119123,-1.0113596971617762,-0.028746693219485565
-0.0076647586833252,0.9603825171569496,-0.35682471584625713,0.49136340059261496,0.811960433757007,-0.22318256654355495,0.6532648655024246,-0.8762175587095442,0.6234273130031167,0.4844744428692994,-0.1856452997996836,-0.9565812472056748,-0.8654043796250646,-0.6712450697624848,0.014787291273154573,-0.8785556620599883,-0.6930788821496089,-1.0745363700311523,-0.3202267521306762
0.15190875018488254,1.2196390120372822,0.8769438673656085,-0.7409126743139804,-0.3024695782729666,0.1965176130355088,-0.37567626141785904,0.0668976070627613,0.08762441592663953,-0.49639897744269346,0.3764639003236898,-0.30980228285304473,-0.11291603180954005,-0.5963361534409104,0.6560851139394087,-0.10603048800552342,-0.60578514141714,-0.06400426125331807,-0.5332552726687837
-0.04870701229963009,-0.20559110671402303,-0.8263760660962257,0.6916652909821625,0.4201752076643067,-0.3174749783670636,0.5737860210891392,0.3880219669006749,-0.36585267020311163,0.557952567676947,-0.31375870751303464,-0.07278009365416196,0.11519462068324912,-0.2210476977207742,0.358960200334386,0.05292668061401743,-0.2194048805883905,0.6057246599231416,-0.4023749694767262
0.002646527400243073,0.033766507252606194,-0.4271197443962341,0.2632273092313935,0.17970057243148263,-0.10677642137503766,0.21154945497454164,0.17077645696827642,-0.10697385858599051,0.2579040026403307,-0.10363578627152939,0.44844692789070234,-0.0005712269132134018,1.2093969584292765,-0.8428937973047592,0.022397605726834698,1.1709760540266505,0.5688163708270294,0.26007286956261494
0.864247594760313,0.25893942994845826,0.5608812973732226,-0.6150762434620785,0.7677408556055982,0.7361197454475997,-0.4877275424056314,0.7885048767522643,0.6514846942177431,0.8091517327342688,0.8000725349876066,0.08190482170685717,0.2222721985889622,-0.20450651629453742,0.5342638626622775,0.19920727008251585,-0.19143476826952466,0.05842523903338803,-0.16076138795450012
1.094799906378686,0.46842577174046857,0.59193915872201,-0.655051350936951,1.1574731650756185,0.8575623253577846,-0.44092874392283427,1.0240894168430406,0.8164167232577322,1.1383704080544692,0.9638302429387766,-0.21753571998274318,0.18254057690129172,-0.6675907795516538,1.1632413101632328,0.12348103453494859,-0.6554016381780132,-0.2517419629561311,-0.38364603442695067
0.922820081502349,-0.3792465297293729,1.149237007159633,-1.0152588917099636,0.2847010191658437,1.0311548738862282,-1.0657350105873582,0.8004604465667813,0.7241040582638595,0.5328677431031946,0.9989048707885411,0.8297439292443543,0.58722287518195,0.5265342896497166,-0.136782166959051,0.610518236393337,0.6268716649505077,0.7576479196544421,0.34812686912638136
0.9592636579470236,-0.6751353168079839,0.18169927344827824,-0.6629201020341432,0.5385936839876895,0.8497476918711883,-0.7311933691442922,1.0400860910734053,0.5947358645736314,0.8546401740864462,0.8627771722426084,1.8355384166925135,2.680296401379387,-0.38283850321322394,1.0028050699611524,2.6642347185813664,-0.3144845197750784,2.5074014277981327,-0.40094482048158203
1.1285769861838366,-0.5997680596284335,1.4662855602747578,-1.215785413511527,0.5136466007766727,1.3126392753881024,-1.2835020405528035,0.7845051681059999,0.9895404597367884,0.7176590539520304,1.2250844491870807,2.080032543927137,2.2895297849492415,0.03909194428983442,0.4035627443604488,2.3155078486327825,0.22491812952547105,0.023782373740643434,3.6465730126215057
